"gene","rho","p","padj"
"AC116913.1",-0.333985278798629,0.175566555832454,0.346123407794962
"AC116914.2",0.241741725606627,0.333829175779601,0.518403847328194
"AC117383.1",0.324442842261525,0.188998593038335,0.362687806189601
"AC117453.1",-0.14631736023559,0.562360757543834,0.712937245785863
"AC117528.1",-0.572546192226221,0.013018892491538,0.0631023268674427
"AC117834.1",-0.53755725825684,0.0214032799271422,0.085187803628122
"AC117834.2",-0.521653197361668,0.0263961116441007,0.0973240047956254
"AC118549.1",0.127232487161382,0.614892896787343,0.753892985246784
"AC118553.1",-0.4325904563487,0.0729711146315713,0.192720329252721
"AC118555.1",0.200391167279177,0.425283301135369,0.601022206415312
"AC118658.1",0.124051674982348,0.623833802161859,0.760295049973417
"AC118755.2",-0.314900405724421,0.203097275387943,0.379103442875603
"AC118757.1",-0.423048019811596,0.0802551310356553,0.205127480446766
"AC119150.1",-0.279911471755041,0.260597241698235,0.44279200562419
"AC119396.1",0.120870862803313,0.632825011384589,0.766214028866399
"AC119403.1",-0.607535126195601,0.00748847935709081,0.0451060319476774
"AC119673.2",-0.0763394922968294,0.763362171846459,0.85585822150534
"AC119674.1",-0.225837664711454,0.367544688108924,0.550041027963158
"AC119868.2",-0.283092283934076,0.254989720732858,0.43708429913657
"AC120053.1",-0.489845075571322,0.0390647863739189,0.126405947945241
"AC120193.1",0.470760202497115,0.0486351080191326,0.146563154545803
"AC120498.4",0.699778679387603,0.00122546757722151,0.0161139234673245
"AC121154.1",-0.594811877479463,0.00922126630123428,0.0513186891628331
"AC121161.2",-0.36261258840994,0.139175344457912,0.296233137103471
"AC121338.1",0.553461319152013,0.0171836399395176,0.0743150264690718
"AC121757.1",0.330804466619594,0.179970343304257,0.351658645780459
"AC121757.2",0.302177157008283,0.22294494364337,0.401304946214996
"AC121761.1",0.788841420400571,9.99703033829498e-05,0.00439536839419182
"AC122719.3",-0.0731586801177949,0.772972107313549,0.861711582387158
"AC123512.1",0.534376446077806,0.0223371497884152,0.0874133300087793
"AC123567.2",0.445313705064838,0.0640332186628436,0.176520880420622
"AC123768.3",-0.219476040353385,0.381547140675057,0.562756490065881
"AC123768.4",-0.36261258840994,0.139175344457912,0.296233137103471
"AC123768.5",0.470760202497115,0.0486351080191326,0.146563154545803
"AC123912.1",-0.553461319152013,0.0171836399395176,0.0743150264690718
"AC123912.4",-0.213114415995315,0.3958401164341,0.576716654575443
"AC124014.1",0.470760202497115,0.0486351080191326,0.146563154545803
"AC124016.1",0.305357969187318,0.217869918264879,0.395980074177294
"AC124016.2",0.178125482025935,0.479470083460463,0.647511563368353
"AC124068.2",0.00636162435806912,0.980013092131537,0.987633645246811
"AC124242.1",-0.632981623627877,0.0048087911431101,0.0349536362084788
"AC124248.1",-0.454856141601942,0.0578848404090217,0.164558924798637
"AC124254.2",-0.454856141601942,0.0578848404090217,0.164558924798637
"AC124283.1",-0.133594111519451,0.59716613585191,0.740167977735187
"AC124319.1",0.0190848730742074,0.940084544711248,0.964751911659215
"AC124798.1",0.588450253121394,0.0102010687105872,0.0545809475073485
"AC124852.1",-0.461217765960011,0.0540390782118583,0.157117431358202
"AC124854.1",-0.715682740282776,0.000838601860906028,0.0129911221093013
"AC124944.3",0.496206699929391,0.0362190339100176,0.120078117940435
"AC124947.1",-0.302177157008283,0.22294494364337,0.401304946214996
"AC125437.3",0.273549847396972,0.27204135028264,0.455484922296248
"AC125494.1",0.464398578139046,0.0521898885443222,0.153428213483375
"AC125611.4",-0.168583045488832,0.503686118682587,0.667709055178301
"AC125793.1",0.149498172414624,0.553800044977954,0.707740467379986
"AC126121.3",0.391239898021251,0.108386827798099,0.25031474591294
"AC126182.3",0.0445313705064838,0.860723558575886,0.918435529408666
"AC126696.1",0.645704872344016,0.00379797966284092,0.0305641796811983
"AC126768.1",-0.617077562732705,0.00636991665848191,0.0407185936238033
"AC127024.2",-0.381697461484147,0.118050351268215,0.265881464708932
"AC127024.5",-0.0986051775500713,0.697081085073463,0.812796709156869
"AC127024.6",-0.50256832428746,0.0335353188992631,0.114138660908597
"AC127035.1",0.493025887750357,0.0376212761921747,0.123223040240276
"AC127070.1",-0.0254464974322765,0.920165481639333,0.95443643539396
"AC127070.2",-0.477121826855184,0.0452667271687524,0.139921111929726
"AC127164.1",0.0858819288339331,0.734734237068356,0.838072088519813
"AC127502.2",0.0954243653710368,0.706435274967492,0.820471215798653
"AC127521.1",-0.187667918563039,0.455841895497731,0.62717797292704
"AC127526.1",-0.298996344829249,0.228095681279389,0.406919411973819
"AC127526.2",0.101785989729106,0.687768280824928,0.805585518369514
"AC127526.5",0.25128416214373,0.314497010100492,0.498932811687549
"AC128685.1",-0.664789745418223,0.00261276204300535,0.024658952189792
"AC128687.3",0.130413299340417,0.60600333431951,0.747105204937924
"AC129492.2",-0.671151369776292,0.00229323921339108,0.0230591482567605
"AC129507.1",-0.00954243653710368,0.970023176523772,0.981957809234729
"AC129507.2",-0.588450253121394,0.0102010687105872,0.0545809475073485
"AC129507.4",-0.524834009540702,0.0253314041671608,0.0948803198395605
"AC129803.1",-0.53755725825684,0.0214032799271422,0.085187803628122
"AC130324.2",-0.391239898021251,0.108386827798098,0.25031474591294
"AC130456.2",0.0699778679387603,0.782613570424074,0.868067600153212
"AC130650.1",-0.50256832428746,0.0335353188992631,0.114138660908597
"AC130650.2",-0.451675329422907,0.0598829195873201,0.168452037522623
"AC130895.1",0.486664263392288,0.0405503248241128,0.129772819712287
"AC131011.1",-0.197210355100143,0.432819772267149,0.607387350621748
"AC131237.1",0.61389675055367,0.00672660031979803,0.0423299770680024
"AC131568.1",0.626619999269808,0.00539075178200044,0.0370642222903215
"AC131571.1",0.187667918563039,0.45584189549773,0.62717797292704
"AC131934.1",0.114509238445244,0.650954097285076,0.778138943517348
"AC131944.1",0.232199289069523,0.35383588110355,0.537270211073
"AC131956.2",-0.302177157008283,0.22294494364337,0.401304946214996
"AC132153.1",-0.429409644169666,0.0753426261257079,0.196859788305002
"AC132192.1",0.400782334558354,0.0993015892550991,0.23629559742462
"AC132192.2",0.384878273663182,0.114763914732844,0.26040206719734
"AC132217.1",0.458036953780977,0.0559371439534196,0.160843623470469
"AC132872.1",-0.394420710200285,0.105294978665795,0.245432482892212
"AC132872.5",-0.531195633898771,0.0233026480561082,0.089774277890921
"AC132938.3",-0.124051674982348,0.623833802161858,0.760295049973417
"AC133065.1",0.645704872344016,0.00379797966284092,0.0305641796811983
"AC133550.2",0.572546192226221,0.013018892491538,0.0631023268674427
"AC133550.3",0.0381697461484147,0.880473872651068,0.930695475281093
"AC133552.5",-0.257645786501799,0.301986618416377,0.486836801347833
"AC133644.2",0.36261258840994,0.139175344457912,0.296233137103471
"AC134312.4",0.8651809126974,3.56431090822371e-06,0.000851526759026121
"AC134772.1",0.569365380047186,0.0136504850054704,0.0648479796774012
"AC135050.1",0.416686395453527,0.0853983160433788,0.213970584890594
"AC135050.3",0.480302639034218,0.04365053292155,0.136543053683769
"AC135050.6",-0.438952080706769,0.0683939898385508,0.184715939050481
"AC135178.4",-0.365793400588974,0.135484366693722,0.291316363822361
"AC135457.1",-0.117690050624279,0.641865467758828,0.771787663585581
"AC135507.1",0.372155024947044,0.128308178494489,0.280108209993088
"AC136424.2",-0.155859796772693,0.536853795247363,0.694407952117415
"AC136475.1",-0.550280506972979,0.0179699311058889,0.0763991775082914
"AC136475.3",0.413505583274493,0.088058151428903,0.218290421888201
"AC136475.5",0.394420710200285,0.105294978665795,0.245432482892212
"AC136475.9",0.311719593545387,0.207946288007384,0.38478601576133
"AC136604.2",0.184487106384004,0.463651480367725,0.634051393393906
"AC136604.3",-0.709321115924707,0.000978846233493016,0.0140852989578614
"AC137494.1",-0.620258374911739,0.00602871527238676,0.0394923670750439
"AC137630.1",-0.36261258840994,0.139175344457912,0.296233137103471
"AC137630.2",0.489845075571322,0.0390647863739189,0.126405947945241
"AC137630.4",-0.359431776230905,0.142935587138887,0.301197636278108
"AC137810.1",-0.429409644169666,0.0753426261257079,0.196859788305002
"AC137894.3",0.11132842626621,0.660089809005101,0.785649509169397
"AC137932.3",0.607535126195601,0.00748847935709083,0.0451060319476774
"AC138123.1",0.50256832428746,0.0335353188992631,0.114138660908597
"AC138150.1",-0.75385248643119,0.000302315433361632,0.0075309205127234
"AC138150.2",-0.162221421130763,0.520146924316266,0.680567031492394
"AC138207.2",-0.658428121060154,0.00296804359653513,0.0266063908117971
"AC138305.1",0.219476040353385,0.381547140675057,0.562756490065881
"AC138356.3",-0.114509238445244,0.650954097285076,0.778138943517348
"AC138409.3",-0.601173501837532,0.00831857671844305,0.0480760879481222
"AC138627.1",-0.451675329422907,0.0598829195873201,0.168452037522623
"AC138649.1",0.0858819288339331,0.734734237068356,0.838072088519813
"AC138696.2",-0.626619999269808,0.00539075178200047,0.0370642222903215
"AC138956.1",0.356250964051871,0.146765583697146,0.306693514504237
"AC138956.2",0.486664263392288,0.0405503248241128,0.129772819712287
"AC138965.2",-0.372155024947044,0.128308178494489,0.280108209993088
"AC138969.1",-0.165402233309797,0.511885358434621,0.674071906787096
"AC139019.1",0.458036953780977,0.0559371439534196,0.160843623470469
"AC139099.2",0.566184567868152,0.0143062223119229,0.0667007012045897
"AC139100.1",0.124051674982348,0.623833802161859,0.760295049973417
"AC139149.1",-0.108147614087175,0.669271495354441,0.792534158338801
"AC139491.8",-0.811107105653813,4.42049009868422e-05,0.00281845331726075
"AC139493.2",-0.550280506972979,0.0179699311058889,0.0763991775082914
"AC139530.1",-0.162221421130763,0.520146924316266,0.680567031492394
"AC139720.1",0.168583045488832,0.503686118682588,0.667709055178301
"AC139720.2",0.308538781366352,0.21287043106092,0.390436386782626
"AC139768.1",0.0413505583274493,0.870589608062596,0.924584721668536
"AC139769.2",-0.804745481295744,5.63937632893996e-05,0.00320410295778082
"AC139795.2",-0.0636162435806912,0.801985917292481,0.879810719446341
"AC139887.2",-0.442132892885804,0.0661869259213799,0.180674635750969
"AC141424.1",0.400782334558354,0.0993015892550991,0.23629559742462
"AC142472.1",-0.881084973592573,1.37568944973762e-06,0.000524587424977833
"AC144521.1",0.531195633898771,0.0233026480561082,0.089774277890921
"AC144652.1",0.607535126195601,0.00748847935709083,0.0451060319476774
"AC144831.1",0.731586801177949,0.000559434634036119,0.0104454137083825
"AC145124.1",-0.744310049894087,0.000396511486454179,0.00866860668676953
"AC145146.1",0.127232487161382,0.614892896787343,0.753892985246784
"AC145207.2",0.391239898021251,0.108386827798099,0.25031474591294
"AC145207.5",0.235380101248557,0.347092469256987,0.530933932955088
"AC145212.1",-0.575727004405255,0.0124108071879096,0.06129362284659
"AC145285.2",0.655247308881119,0.00316002087286121,0.0274704313406248
"AC145285.6",0.413505583274493,0.088058151428903,0.218290421888201
"AC146507.3",-0.229018476890488,0.360653398215665,0.543460463045705
"AC146944.4",-0.308538781366352,0.21287043106092,0.390436386782626
"AC147067.1",-0.0604354314016566,0.811714193149572,0.886315018500158
"AC147651.4",0.575727004405255,0.0124108071879096,0.06129362284659
"AC156455.1",-0.28627309611311,0.249458524877215,0.430956010610759
"AC159540.2",-0.46757939031808,0.0503888180640493,0.149978966285205
"AC211433.1",-0.187667918563039,0.455841895497731,0.62717797292704
"AC231533.1",-0.372155024947044,0.128308178494489,0.280108209993088
"AC231981.1",-0.276730659576007,0.266281116010187,0.448643746228736
"AC233266.2",-0.308538781366352,0.21287043106092,0.390436386782626
"AC233280.1",-0.11132842626621,0.660089809005101,0.785649509169397
"AC233723.1",-0.203571979458212,0.417816571568208,0.594623182202397
"AC233976.1",0.39760152237932,0.102266774696692,0.240522817632631
"AC234582.1",-0.0381697461484147,0.880473872651068,0.930695475281093
"AC234917.3",-0.413505583274493,0.0880581514289032,0.218290421888201
"AC239799.2",0.588450253121394,0.0102010687105872,0.0545809475073485
"AC239800.2",-0.623439187090774,0.00570249187257121,0.0382267448753262
"AC239809.3",-0.54391888261491,0.0196275832033862,0.0806956971469926
"AC239868.1",-0.426228831990631,0.0777703947153894,0.201477548577405
"AC240274.1",-0.518472385182633,0.0274953462421001,0.100092752090068
"AC241644.2",-0.734767613356983,0.00051421889330003,0.010075539955777
"AC242022.2",-0.149498172414624,0.553800044977954,0.707740467379986
"AC242426.2",-0.916073907561953,9.48686611075972e-08,8.95786038620259e-05
"AC242842.1",0.174944669846901,0.487477729896881,0.653783963890785
"AC243571.2",0.623439187090774,0.00570249187257123,0.0382267448753262
"AC243829.1",-0.10496680190814,0.678498032523199,0.799877377342599
"AC243829.2",0.36261258840994,0.139175344457912,0.296233137103471
"AC243829.4",0.423048019811596,0.0802551310356555,0.205127480446766
"AC243960.1",0.50892994864553,0.0310075924320169,0.108439074133063
"AC243964.3",0.127232487161382,0.614892896787343,0.753892985246784
"AC243965.1",0.372155024947044,0.128308178494489,0.280108209993088
"AC244033.2",-0.804745481295744,5.63937632893996e-05,0.00320410295778082
"AC244035.1",-0.617077562732705,0.00636991665848191,0.0407185936238033
"AC244090.1",-0.194029542921108,0.440425422337527,0.613544730892991
