"mode","iteration","rho","mae","pairwise_concordance","mode_label"
"random",152,0.597992689658497,1.6118293466647,0.753968253968254,"Random 80-gene sets"
"random",153,0.779298983863467,1.33456688364542,0.849206349206349,"Random 80-gene sets"
"random",154,0.769756547326363,1.49071786437345,0.857142857142857,"Random 80-gene sets"
"random",155,0.776118171684433,1.2083800022168,0.849206349206349,"Random 80-gene sets"
"random",156,0.744310049894087,1.2697122931491,0.841269841269841,"Random 80-gene sets"
"random",157,0.6902362428505,1.54020577083522,0.80952380952381,"Random 80-gene sets"
"random",158,0.782479796042502,1.35100695434499,0.857142857142857,"Random 80-gene sets"
"random",159,0.72522517681988,1.59013935830412,0.825396825396825,"Random 80-gene sets"
"random",160,0.737948425536018,1.49539548120752,0.833333333333333,"Random 80-gene sets"
"random",161,0.782479796042502,1.39517546635333,0.857142857142857,"Random 80-gene sets"
"random",162,0.731586801177949,1.52109745904195,0.833333333333333,"Random 80-gene sets"
"random",163,0.763394922968294,1.23812809448222,0.841269841269841,"Random 80-gene sets"
"random",164,0.8651809126974,1.19404501931222,0.912698412698413,"Random 80-gene sets"
"random",165,0.811107105653813,1.29978748722694,0.873015873015873,"Random 80-gene sets"
"random",166,0.620258374911739,1.62821239862495,0.76984126984127,"Random 80-gene sets"
"random",167,0.820649542190916,1.27658728962843,0.888888888888889,"Random 80-gene sets"
"random",168,0.699778679387603,1.43619719376881,0.817460317460317,"Random 80-gene sets"
"random",169,0.823830354369951,1.20690872528599,0.888888888888889,"Random 80-gene sets"
"random",170,0.79520304475864,1.24201220813099,0.873015873015873,"Random 80-gene sets"
"random",171,0.728405988998914,1.48026378740024,0.817460317460317,"Random 80-gene sets"
"random",172,0.737948425536018,1.53276501188738,0.825396825396825,"Random 80-gene sets"
"random",173,0.858819288339331,1.07970717461255,0.904761904761905,"Random 80-gene sets"
"random",174,0.744310049894087,1.60425731522696,0.833333333333333,"Random 80-gene sets"
"random",175,0.706140303745672,1.61423871924,0.80952380952381,"Random 80-gene sets"
"random",176,0.699778679387603,1.62818030339821,0.80952380952381,"Random 80-gene sets"
"random",177,0.862000100518366,1.19619831219272,0.912698412698413,"Random 80-gene sets"
"random",178,0.763394922968294,1.28698152492077,0.849206349206349,"Random 80-gene sets"
"random",179,0.776118171684433,1.53556247294105,0.849206349206349,"Random 80-gene sets"
"random",180,0.769756547326363,1.37856300967048,0.857142857142857,"Random 80-gene sets"
"random",181,0.731586801177949,1.4086827007703,0.825396825396825,"Random 80-gene sets"
"random",182,0.667970557597258,1.69080986329184,0.793650793650794,"Random 80-gene sets"
"random",183,0.620258374911739,1.61249927038925,0.777777777777778,"Random 80-gene sets"
"random",184,0.893808222308711,1.10848455881039,0.936507936507937,"Random 80-gene sets"
"random",185,0.772937359505398,1.2476186797114,0.857142857142857,"Random 80-gene sets"
"random",186,0.801564669116709,1.39231004339165,0.873015873015873,"Random 80-gene sets"
"random",187,0.788841420400571,1.30768025263921,0.857142857142857,"Random 80-gene sets"
"random",188,0.626619999269808,1.60289266462005,0.76984126984127,"Random 80-gene sets"
"random",189,0.769756547326363,1.47468956524527,0.841269841269841,"Random 80-gene sets"
"random",190,0.820649542190916,1.13168223027827,0.880952380952381,"Random 80-gene sets"
"random",191,0.83019197872802,1.33073541384414,0.880952380952381,"Random 80-gene sets"
"random",192,0.680693806313396,1.59309566052297,0.801587301587302,"Random 80-gene sets"
"random",193,0.769756547326363,1.40339804280592,0.849206349206349,"Random 80-gene sets"
"random",194,0.728405988998914,1.27355652667574,0.825396825396825,"Random 80-gene sets"
"random",195,0.763394922968294,1.59085893679926,0.849206349206349,"Random 80-gene sets"
"random",196,0.823830354369951,1.28220191786587,0.888888888888889,"Random 80-gene sets"
"random",197,0.79520304475864,1.28816862323055,0.865079365079365,"Random 80-gene sets"
"random",198,0.744310049894087,1.53637121870584,0.841269841269841,"Random 80-gene sets"
"random",199,0.693417055029534,1.62468588929943,0.793650793650794,"Random 80-gene sets"
"random",200,0.757033298610225,1.47676023050539,0.849206349206349,"Random 80-gene sets"
"random",201,0.702959491566638,1.63646835501617,0.817460317460317,"Random 80-gene sets"
"random",202,0.655247308881119,1.71616622267156,0.777777777777778,"Random 80-gene sets"
"random",203,0.776118171684433,1.25080919642929,0.857142857142857,"Random 80-gene sets"
"random",204,0.671151369776292,1.5026805992437,0.801587301587302,"Random 80-gene sets"
"random",205,0.750671674252156,1.44489003367788,0.849206349206349,"Random 80-gene sets"
"random",206,0.728405988998914,1.32290523666955,0.833333333333333,"Random 80-gene sets"
"random",207,0.79520304475864,1.20147542501088,0.865079365079365,"Random 80-gene sets"
"random",208,0.693417055029534,1.72622233338355,0.793650793650794,"Random 80-gene sets"
"random",209,0.750671674252156,1.28148460751212,0.849206349206349,"Random 80-gene sets"
"random",210,0.744310049894087,1.40002014618372,0.833333333333333,"Random 80-gene sets"
"random",211,0.674332181955327,1.6529602401089,0.793650793650794,"Random 80-gene sets"
"random",212,0.667970557597258,1.57646163313417,0.785714285714286,"Random 80-gene sets"
"random",213,0.71886355246181,1.41511202768176,0.833333333333333,"Random 80-gene sets"
"random",214,0.71886355246181,1.51580929162861,0.817460317460317,"Random 80-gene sets"
"random",215,0.801564669116709,1.30368984535739,0.865079365079365,"Random 80-gene sets"
"random",216,0.64888568452305,1.56076930849,0.785714285714286,"Random 80-gene sets"
"random",217,0.772937359505398,1.31158174502344,0.857142857142857,"Random 80-gene sets"
"random",218,0.64888568452305,1.71473908399448,0.76984126984127,"Random 80-gene sets"
"random",219,0.702959491566638,1.5160409118678,0.817460317460317,"Random 80-gene sets"
"random",220,0.693417055029534,1.58328738982952,0.801587301587302,"Random 80-gene sets"
"random",221,0.766575735147329,1.55674109957307,0.849206349206349,"Random 80-gene sets"
"random",222,0.706140303745672,1.50528381849566,0.817460317460317,"Random 80-gene sets"
"random",223,0.645704872344016,1.63906311933316,0.777777777777778,"Random 80-gene sets"
"random",224,0.722044364640845,1.44569358505043,0.817460317460317,"Random 80-gene sets"
"random",225,0.744310049894087,1.40455099530729,0.841269841269841,"Random 80-gene sets"
"random",226,0.712501928103741,1.44461819400614,0.817460317460317,"Random 80-gene sets"
"random",227,0.782479796042502,1.34708905330767,0.857142857142857,"Random 80-gene sets"
"random",228,0.772937359505398,1.46312065790364,0.857142857142857,"Random 80-gene sets"
"random",229,0.76021411078926,1.42489407906665,0.849206349206349,"Random 80-gene sets"
"random",230,0.744310049894087,1.40835012411081,0.825396825396825,"Random 80-gene sets"
"random",231,0.731586801177949,1.41615583257426,0.825396825396825,"Random 80-gene sets"
"random",232,0.792022232579605,1.18215072539774,0.865079365079365,"Random 80-gene sets"
"random",233,0.779298983863467,1.54830794414176,0.857142857142857,"Random 80-gene sets"
"random",234,0.661608933239188,1.51335263894425,0.785714285714286,"Random 80-gene sets"
"random",235,0.6902362428505,1.64017292293439,0.80952380952381,"Random 80-gene sets"
"random",236,0.741129237715052,1.36434328817724,0.833333333333333,"Random 80-gene sets"
"random",237,0.814287917832847,1.36001889651687,0.880952380952381,"Random 80-gene sets"
"random",238,0.693417055029534,1.46506317030856,0.801587301587302,"Random 80-gene sets"
"random",239,0.747490862073121,1.37822353830491,0.833333333333333,"Random 80-gene sets"
"random",240,0.833372790907055,1.14691287278522,0.904761904761905,"Random 80-gene sets"
"random",241,0.788841420400571,1.54104026594158,0.865079365079365,"Random 80-gene sets"
"random",242,0.706140303745672,1.5636969064095,0.817460317460317,"Random 80-gene sets"
"random",243,0.696597867208569,1.45306711971947,0.80952380952381,"Random 80-gene sets"
"random",244,0.709321115924707,1.46011984740416,0.817460317460317,"Random 80-gene sets"
"random",245,0.877904161413538,1.14409990098555,0.920634920634921,"Random 80-gene sets"
"random",246,0.763394922968294,1.43590570050907,0.849206349206349,"Random 80-gene sets"
"random",247,0.75385248643119,1.40988070849112,0.841269841269841,"Random 80-gene sets"
"random",248,0.744310049894087,1.37270895601274,0.849206349206349,"Random 80-gene sets"
"random",249,0.71886355246181,1.3840969194553,0.817460317460317,"Random 80-gene sets"
"random",250,0.696597867208569,1.42518892437629,0.80952380952381,"Random 80-gene sets"
"stable",1,-0.757033298610225,4.0926084701834,0.174603174603175,"Housekeeping-like gene sets"
"stable",2,-0.741129237715052,3.91734561802256,0.182539682539683,"Housekeeping-like gene sets"
"stable",3,-0.72522517681988,3.97297621647341,0.19047619047619,"Housekeeping-like gene sets"
"stable",4,-0.868361724876435,3.9248676229443,0.0952380952380952,"Housekeeping-like gene sets"
"stable",5,-0.766575735147329,4.52483367246466,0.166666666666667,"Housekeeping-like gene sets"
"stable",6,-0.734767613356983,4.02096167399761,0.174603174603175,"Housekeeping-like gene sets"
"stable",7,-0.709321115924707,3.94075626485877,0.198412698412698,"Housekeeping-like gene sets"
"stable",8,-0.782479796042502,3.65107716659587,0.158730158730159,"Housekeeping-like gene sets"
"stable",9,-0.744310049894087,4.1704671258762,0.182539682539683,"Housekeeping-like gene sets"
"stable",10,-0.855638476160296,4.31366969238744,0.111111111111111,"Housekeeping-like gene sets"
"stable",11,-0.811107105653813,4.05678091270849,0.142857142857143,"Housekeeping-like gene sets"
"stable",12,-0.877904161413538,4.18918171294494,0.0952380952380952,"Housekeeping-like gene sets"
"stable",13,-0.846096039623193,4.05387669457397,0.119047619047619,"Housekeeping-like gene sets"
"stable",14,-0.772937359505398,3.79347536938666,0.158730158730159,"Housekeeping-like gene sets"
"stable",15,-0.83019197872802,3.774323080315,0.119047619047619,"Housekeeping-like gene sets"
"stable",16,-0.858819288339331,3.92476094716212,0.103174603174603,"Housekeeping-like gene sets"
"stable",17,-0.858819288339331,3.98559473903773,0.103174603174603,"Housekeeping-like gene sets"
"stable",18,-0.862000100518366,3.51361298757697,0.103174603174603,"Housekeeping-like gene sets"
"stable",19,-0.757033298610225,4.00942966643398,0.166666666666667,"Housekeeping-like gene sets"
"stable",20,-0.79520304475864,4.32375630088822,0.142857142857143,"Housekeeping-like gene sets"
"stable",21,-0.737948425536018,3.74564911104126,0.19047619047619,"Housekeeping-like gene sets"
"stable",22,-0.766575735147329,4.18373041854187,0.166666666666667,"Housekeeping-like gene sets"
"stable",23,-0.874723349234504,3.71077615606711,0.0952380952380952,"Housekeeping-like gene sets"
"stable",24,-0.779298983863467,4.41355310303335,0.158730158730159,"Housekeeping-like gene sets"
"stable",25,-0.836553603086089,3.90375586976543,0.126984126984127,"Housekeeping-like gene sets"
"stable",26,-0.798383856937674,3.70464046128104,0.166666666666667,"Housekeeping-like gene sets"
"stable",27,-0.827011166548985,3.44120855943888,0.111111111111111,"Housekeeping-like gene sets"
"stable",28,-0.788841420400571,3.85752555426737,0.142857142857143,"Housekeeping-like gene sets"
"stable",29,-0.855638476160296,3.71037440825344,0.119047619047619,"Housekeeping-like gene sets"
"stable",30,-0.731586801177949,4.08033575512755,0.19047619047619,"Housekeeping-like gene sets"
"stable",31,-0.801564669116709,3.63560697836163,0.142857142857143,"Housekeeping-like gene sets"
"stable",32,-0.728405988998914,3.48963181099299,0.198412698412698,"Housekeeping-like gene sets"
"stable",33,-0.731586801177949,4.1326276155005,0.182539682539683,"Housekeeping-like gene sets"
"stable",34,-0.788841420400571,3.56985321045201,0.150793650793651,"Housekeeping-like gene sets"
"stable",35,-0.766575735147329,3.96499897973135,0.158730158730159,"Housekeeping-like gene sets"
"stable",36,-0.820649542190916,3.7893941479462,0.142857142857143,"Housekeeping-like gene sets"
"stable",37,-0.71886355246181,3.92029709470904,0.198412698412698,"Housekeeping-like gene sets"
"stable",38,-0.782479796042502,4.07349330745603,0.150793650793651,"Housekeeping-like gene sets"
"stable",39,-0.849276851802227,3.96544740485464,0.119047619047619,"Housekeeping-like gene sets"
"stable",40,-0.836553603086089,4.24437148280659,0.119047619047619,"Housekeeping-like gene sets"
"stable",41,-0.801564669116709,3.84839386087787,0.142857142857143,"Housekeeping-like gene sets"
"stable",42,-0.83019197872802,3.99821773627465,0.134920634920635,"Housekeeping-like gene sets"
"stable",43,-0.804745481295744,4.4411227685807,0.142857142857143,"Housekeeping-like gene sets"
"stable",44,-0.823830354369951,4.19677752573686,0.126984126984127,"Housekeeping-like gene sets"
"stable",45,-0.874723349234504,3.80261006783934,0.0952380952380952,"Housekeeping-like gene sets"
"stable",46,-0.788841420400571,4.34108673336948,0.158730158730159,"Housekeeping-like gene sets"
"stable",47,-0.852457663981262,3.92825353446488,0.111111111111111,"Housekeeping-like gene sets"
"stable",48,-0.836553603086089,3.9231798713717,0.119047619047619,"Housekeeping-like gene sets"
"stable",49,-0.90016984666678,3.65607865086043,0.0714285714285714,"Housekeeping-like gene sets"
"stable",50,-0.874723349234504,4.22912466451975,0.0873015873015873,"Housekeeping-like gene sets"
"stable",51,-0.6902362428505,3.97101779614258,0.214285714285714,"Housekeeping-like gene sets"
"stable",52,-0.887446597950642,4.55601866291693,0.0873015873015873,"Housekeeping-like gene sets"
"stable",53,-0.702959491566638,3.86776728914349,0.198412698412698,"Housekeeping-like gene sets"
"stable",54,-0.807926293474778,3.66283912970606,0.134920634920635,"Housekeeping-like gene sets"
"stable",55,-0.788841420400571,3.7207387968623,0.158730158730159,"Housekeeping-like gene sets"
"stable",56,-0.852457663981262,3.85071445033375,0.111111111111111,"Housekeeping-like gene sets"
"stable",57,-0.788841420400571,4.58798484225231,0.158730158730159,"Housekeeping-like gene sets"
"stable",58,-0.823830354369951,4.23061329962957,0.134920634920635,"Housekeeping-like gene sets"
"stable",59,-0.804745481295744,4.29775269705601,0.142857142857143,"Housekeeping-like gene sets"
"stable",60,-0.823830354369951,3.74784176366947,0.126984126984127,"Housekeeping-like gene sets"
"stable",61,-0.804745481295744,3.6956710595326,0.142857142857143,"Housekeeping-like gene sets"
"stable",62,-0.858819288339331,4.13507034877768,0.103174603174603,"Housekeeping-like gene sets"
"stable",63,-0.852457663981262,3.99056571634357,0.119047619047619,"Housekeeping-like gene sets"
"stable",64,-0.823830354369951,3.84064503001342,0.126984126984127,"Housekeeping-like gene sets"
"stable",65,-0.64888568452305,4.62069046086293,0.238095238095238,"Housekeeping-like gene sets"
"stable",66,-0.817468730011882,4.16217537450916,0.134920634920635,"Housekeeping-like gene sets"
"stable",67,-0.823830354369951,3.8622906990867,0.126984126984127,"Housekeeping-like gene sets"
"stable",68,-0.788841420400571,4.20545548932335,0.166666666666667,"Housekeeping-like gene sets"
"stable",69,-0.912893095382919,3.92389563744754,0.0714285714285714,"Housekeeping-like gene sets"
"stable",70,-0.807926293474778,4.03334011956715,0.142857142857143,"Housekeeping-like gene sets"
"stable",71,-0.868361724876435,4.15332168664213,0.0952380952380952,"Housekeeping-like gene sets"
"stable",72,-0.652066496702085,3.7237304509309,0.23015873015873,"Housekeeping-like gene sets"
"stable",73,-0.722044364640845,3.64463301975381,0.19047619047619,"Housekeeping-like gene sets"
"stable",74,-0.852457663981262,4.04217969277895,0.119047619047619,"Housekeeping-like gene sets"
"stable",75,-0.862000100518366,4.12600748344299,0.0952380952380952,"Housekeeping-like gene sets"
"stable",76,-0.715682740282776,4.0523419644822,0.206349206349206,"Housekeeping-like gene sets"
"stable",77,-0.801564669116709,3.81594870842475,0.134920634920635,"Housekeeping-like gene sets"
"stable",78,-0.807926293474778,3.61181039042411,0.134920634920635,"Housekeeping-like gene sets"
"stable",79,-0.890627410129677,3.7827231896142,0.0793650793650794,"Housekeeping-like gene sets"
"stable",80,-0.769756547326363,4.35056289366614,0.166666666666667,"Housekeeping-like gene sets"
