"sample","celltype","receptivity_score","group","pred_day","timing_state"
"GSM6102532","Decidual_Stroma",-0.479190548635297,"Control_Eutopic",5.1101712749353,"Delayed"
"GSM6102533","Decidual_Stroma",0.191847117817991,"Control_Eutopic",7.59479984614987,"In-phase"
"GSM6102534","Decidual_Stroma",0.343445806021459,"Control_Eutopic",8.15611920406286,"In-phase"
"GSM6102537","Decidual_Stroma",0.261550710362024,"Endo_Eutopic",7.85288899108055,"In-phase"
"GSM6102540","Decidual_Stroma",-0.643302582466078,"Endo_Eutopic",4.50251917353947,"Delayed"
"GSM6102543","Decidual_Stroma",-0.61689071566558,"Endo_Eutopic",4.60031350335478,"Delayed"
"GSM6102546","Decidual_Stroma",0.259250463079115,"Endo_Eutopic",7.8443719429241,"In-phase"
"GSM6102549","Decidual_Stroma",-0.419003589625571,"Endo_Eutopic",5.33302350133934,"Delayed"
"GSM6102550","Decidual_Stroma",-0.0263864362229422,"Ectopic",6.78675381434705,"In-phase"
"GSM6102551","Decidual_Stroma",-0.148377823540019,"Endo_Eutopic",6.33506041243694,"Delayed"
"GSM6102552","Decidual_Stroma",-0.066059660587704,"Ectopic_Ovary",6.63985710243833,"In-phase"
"GSM6102553","Decidual_Stroma",0.114207533601916,"Ectopic",7.30732637208982,"In-phase"
"GSM6102554","Decidual_Stroma",-0.637825566510466,"Endo_Eutopic",4.52279873608659,"Delayed"
"GSM6102555","Decidual_Stroma",-0.274101722428085,"Endo_Eutopic",5.86954676562062,"Delayed"
"GSM6102556","Decidual_Stroma",0.197377095967588,"Ectopic_Ovary",7.61527551002922,"In-phase"
"GSM6102560","Decidual_Stroma",0.119005690545535,"Endo_Eutopic",7.32509234623296,"In-phase"
"GSM6102562","Decidual_Stroma",0.516854090644559,"Ectopic_Ovary",8.79819222022767,"Advanced"
"GSM6102563","Decidual_Stroma",1.02074676808899,"Mix",10.6639386690396,"Advanced"
"GSM6102565","Decidual_Stroma",-0.44689137080696,"Mix",5.22976435304548,"Delayed"
"GSM6595248","Decidual_Stroma",0.16217930263058,"Ectopic",7.48494982588236,"In-phase"
"GSM6595249","Decidual_Stroma",0.157062077757129,"Ectopic_Adjacent",7.46600244965965,"In-phase"
"GSM6595250","Decidual_Stroma",-0.376855333636391,"Ectopic",5.48908442950017,"Delayed"
"GSM6595251","Decidual_Stroma",-0.213350243909931,"Ectopic_Adjacent",6.09448921939902,"Delayed"
"GSM6595252","Decidual_Stroma",0.124984000227953,"Ectopic",7.34722803218188,"In-phase"
"GSM6595253","Decidual_Stroma",-0.0858409313690829,"Ectopic_Adjacent",6.5666136572259,"In-phase"
"GSM6595254","Decidual_Stroma",0.342769568377866,"Ectopic",8.15361532171139,"In-phase"
"GSM6595255","Decidual_Stroma",0.289082858894661,"Ectopic_Adjacent",7.95483135034135,"In-phase"
"GSM6595256","Decidual_Stroma",0.00812122456686415,"Ectopic",6.91452416795075,"In-phase"
"GSM6595257","Decidual_Stroma",-0.0252784758957498,"Ectopic_Adjacent",6.79085622174136,"In-phase"
"GSM6595258","Decidual_Stroma",0.0856400150074467,"Ectopic",7.20155038296587,"In-phase"
"GSM6595259","Decidual_Stroma",0.175519622184328,"Ectopic_Adjacent",7.5343445778753,"In-phase"
"GSM6595260","Decidual_Stroma",0.265529615749265,"Ectopic_Adjacent",7.86762155007317,"In-phase"
"GSM6595261","Decidual_Stroma",-0.175818560225408,"Ectopic_Ovary",6.23345652074476,"Delayed"
"GSM6102532","Endothelial",-0.225917971161201,"Control_Eutopic",5.7718293803486,"Delayed"
"GSM6102533","Endothelial",0.584260686192077,"Control_Eutopic",10.0193026063687,"Advanced"
"GSM6102534","Endothelial",0.353421886914095,"Control_Eutopic",8.80909839948063,"Advanced"
"GSM6102537","Endothelial",0.165235638439912,"Endo_Eutopic",7.82250606624083,"In-phase"
"GSM6102540","Endothelial",0.0425913714123464,"Endo_Eutopic",7.17952660017315,"In-phase"
"GSM6102543","Endothelial",-0.242092080964796,"Endo_Eutopic",5.68703438146538,"Delayed"
"GSM6102546","Endothelial",0.21301182108361,"Endo_Eutopic",8.07297928567058,"In-phase"
