"celltype","estimate","lower","upper","p_perm"
"Decidual_Stroma",0.622864547326762,-0.337452701492595,1.63431843813937,0.2772
"Endothelial",0.155910970607255,-1.01724622627779,1.33126135471647,0.8238
"Glandular_Epi",-0.121802950814447,-1.03052962984436,0.735842304863246,0.8206
"Luminal_Epi",-0.364767573558247,-1.04980416228168,0.335552107709489,0.3802
"Macrophage",0.370452739284373,-0.65687523214696,1.37027023612609,0.5942
"NK_T",0.38701567608574,-0.527514950465064,1.23745277263349,0.5072
"Stroma",0.122300157876972,-0.498061233984852,0.780055428923748,0.7302
